preco_total,quartos,banheiros,suites,vagas,mobiliado,area_util
5200,1,1,1,1,1,52.0
3755,1,1,1,1,1,42.0
1930,2,1,0,1,0,50.0
5550,2,2,1,2,0,96.0
13600,4,5,3,3,0,168.0
850,1,1,0,0,0,30.0
18927,2,3,2,3,0,206.0
3300,3,2,1,2,1,180.0
4600,2,1,0,1,0,72.0
3750,1,1,1,1,1,50.0
20880,2,2,2,3,1,157.0
2522,1,1,1,0,0,36.0
12647,4,4,4,4,0,260.0
7084,2,3,2,2,0,90.0
3600,2,1,0,1,1,55.0
4100,1,1,0,1,1,35.0
2460,2,2,1,1,0,78.0
1000,1,1,1,0,1,20.0
4071,1,1,0,1,1,45.0
14800,4,4,3,3,0,210.0
8550,4,4,3,3,0,200.0
4517,1,1,0,0,1,27.0
2750,1,1,1,1,1,37.0
2900,1,1,1,1,1,42.0
3175,1,1,0,1,1,33.0
4147,1,1,0,1,1,40.0
1200,2,1,0,1,0,80.0
3600,1,2,1,1,1,52.0
1260,1,1,0,0,0,30.0
3700,1,2,0,2,0,60.0
3200,1,1,1,1,1,26.0
20878,4,1,2,2,0,381.0
2580,1,1,0,1,1,32.0
9860,1,1,1,2,0,72.0
3230,1,1,1,1,1,40.0
3100,1,1,1,1,1,30.0
3020,1,1,0,1,1,35.0
9576,1,1,0,2,0,49.0
1700,1,1,0,1,1,34.0
5400,1,1,1,1,1,43.0
1852,1,1,0,0,0,53.0
20290,4,4,2,5,0,351.0
3800,1,1,0,1,1,40.0
4150,2,1,1,1,0,42.0
1910,1,1,0,1,0,30.0
5795,3,1,0,1,0,130.0
2735,2,2,0,1,0,60.0
3400,3,2,1,2,0,71.0
17900,4,6,4,5,0,370.0
4500,3,2,1,2,0,143.0
12881,3,2,1,1,0,180.0
25500,4,5,4,1,0,275.0
2450,2,2,0,1,0,70.0
3200,1,1,1,1,1,35.0
7212,4,6,4,4,0,226.0
3080,2,2,0,0,0,91.0
4250,2,2,1,1,0,65.0
3958,1,1,1,2,1,32.0
4093,3,2,1,1,0,110.0
1180,1,1,0,0,0,23.0
12490,4,5,2,3,0,206.0
5183,2,1,0,1,0,58.0
14000,4,5,3,2,1,516.0
1466,1,1,0,1,0,49.0
5560,4,5,3,4,0,255.0
15600,4,6,4,4,0,250.0
3480,1,1,0,1,1,39.0
3337,1,2,0,1,0,44.0
4674,3,4,2,3,0,112.0
2700,1,1,1,0,0,32.0
900,1,1,0,0,0,48.0
12172,3,2,3,3,0,128.0
3093,3,1,0,1,0,77.0
27590,3,5,3,5,0,220.0
1200,1,1,0,0,0,60.0
2950,1,1,0,1,1,45.0
3398,2,1,0,1,0,88.0
2240,1,1,0,1,0,45.0
6810,3,2,1,2,0,113.0
2132,1,1,0,1,0,43.0
1930,2,1,0,1,0,55.0
9095,2,2,1,1,0,131.0
7000,3,6,3,4,0,274.0
3260,1,1,0,1,0,33.0
4200,1,1,1,1,1,35.0
2840,1,1,0,1,1,28.0
7720,2,2,0,1,1,65.0
2800,1,1,1,1,1,27.0
3550,1,1,0,1,1,43.0
15000,5,9,5,6,0,441.0
10000,3,2,0,0,0,150.0
2610,1,1,1,1,1,28.0
2220,1,1,0,1,0,38.0
6800,2,2,0,1,0,63.0
18000,4,6,3,2,0,450.0
2107,2,1,0,1,0,55.0
2890,1,1,0,1,0,45.0
3000,3,1,0,0,0,120.0
1130,2,1,0,0,0,60.0
4700,1,1,1,1,0,40.0
3740,1,1,1,1,1,29.0
3000,1,1,1,1,1,32.0
7961,3,3,1,2,0,224.0
2306,1,1,0,1,0,35.0
5200,1,2,1,1,1,52.0
5025,3,2,0,1,0,93.0
3300,2,2,2,1,0,95.0
1800,1,1,0,0,0,13.0
3650,3,2,1,1,0,70.0
1210,1,1,0,0,0,25.0
2402,1,1,0,0,0,36.0
700,1,1,0,0,0,60.0
2740,1,2,0,1,0,40.0
4000,1,1,1,1,1,42.0
3307,1,1,0,1,1,25.0
18670,4,4,3,4,0,257.0
5530,3,4,1,3,0,154.0
3818,2,2,1,1,0,77.0
4870,1,1,1,1,1,26.0
2900,1,1,1,1,1,35.0
15312,3,3,3,4,1,215.0
3601,1,1,1,1,1,40.0
2620,1,1,1,1,1,35.0
6450,2,1,1,1,1,76.0
3700,1,1,1,1,1,44.0
3550,1,1,1,1,1,45.0
2514,1,1,0,1,1,45.0
1510,1,1,0,0,0,32.0
4450,2,2,0,1,0,140.0
9460,1,1,0,1,1,57.0
11100,4,3,3,2,0,210.0
3983,1,1,1,1,1,38.0
1720,2,1,0,1,0,49.0
14200,3,2,1,2,0,210.0
3797,3,3,0,1,0,100.0
7800,3,3,2,3,0,137.0
5590,3,2,1,2,0,104.0
2200,1,1,0,1,0,35.0
3370,1,1,1,1,0,33.0
4020,4,6,3,4,1,225.0
4500,1,1,0,1,0,27.0
2180,0,1,0,0,0,30.0
12900,1,2,1,2,1,105.0
15330,3,4,3,2,0,270.0
3500,2,2,1,1,1,61.0
2850,1,1,0,1,0,41.0
8466,3,2,1,1,1,169.0
4700,3,5,3,3,0,100.0
3301,1,1,1,1,1,28.0
5000,1,2,1,1,0,52.0
1350,2,2,0,1,1,65.0
3000,1,1,1,1,1,33.0
2710,1,1,1,1,1,30.0
2900,2,2,0,2,0,160.0
4000,1,1,0,1,1,50.0
2985,1,1,1,1,1,30.0
4900,1,1,0,1,1,72.0
6140,3,4,1,2,0,124.0
3000,1,1,1,1,1,44.0
2796,1,1,1,2,0,58.0
7152,2,2,0,1,0,105.0
4361,3,3,0,2,0,81.0
5000,2,1,1,2,1,75.0
5017,3,2,1,1,0,130.0
2280,2,1,0,1,0,68.0
2300,1,1,0,0,0,28.0
3600,1,1,1,1,1,55.0
15100,4,5,4,4,0,266.0
1700,2,1,0,0,0,44.0
3027,2,2,0,2,0,67.0
2500,3,1,0,1,0,57.0
4882,1,1,0,1,1,38.0
5419,2,2,1,2,0,72.0
35000,6,9,6,6,0,522.0
7258,3,1,1,2,1,125.0
9600,3,4,1,2,1,104.0
3100,1,1,0,1,1,28.0
6306,3,3,0,2,0,100.0
6150,1,1,0,1,0,78.0
4180,2,1,1,1,0,75.0
4400,1,1,1,1,1,45.0
22770,4,6,4,4,0,265.0
16900,4,5,3,3,0,181.0
11000,4,5,2,4,0,270.0
5000,5,4,2,4,0,200.0
18000,3,5,3,6,0,295.0
5614,1,1,0,1,1,39.0
5850,3,2,1,2,0,37.0
1730,2,2,0,0,0,50.0
4100,1,1,1,1,1,41.0
3313,1,1,0,1,1,38.0
1200,1,1,1,0,0,20.0
4540,1,1,1,1,1,49.0
4620,3,2,1,1,0,141.0
2578,1,1,0,1,1,30.0
3543,1,1,0,1,0,42.0
6245,3,2,1,2,0,121.0
3597,2,2,1,1,0,55.0
4800,1,1,1,1,1,40.0
7725,4,2,3,3,0,183.0
2800,1,1,1,1,1,40.0
3100,1,1,1,1,1,45.0
9760,2,1,1,1,1,84.0
3200,1,1,1,1,1,34.0
37900,4,7,4,4,0,336.0
6800,4,3,1,2,0,117.0
6800,4,5,0,2,0,160.0
1550,1,1,1,1,0,15.0
5000,1,1,1,1,1,45.0
4998,1,1,1,1,1,30.0
19000,3,3,2,5,0,211.0
3100,1,1,1,1,1,30.0
16564,4,5,2,3,1,240.0
2210,2,2,0,1,0,60.0
3150,2,2,1,1,0,68.0
3171,1,1,0,1,0,40.0
3381,1,1,0,1,1,32.0
3800,2,1,1,1,1,42.0
6205,4,3,2,3,1,220.0
1891,1,1,0,0,0,44.0
4981,3,2,2,1,0,98.0
950,1,1,0,0,0,40.0
6500,1,1,1,1,1,48.0
900,2,1,0,0,0,40.0
5554,1,2,1,1,1,85.0
3680,1,1,0,1,1,44.0
5500,4,3,1,3,0,145.0
2521,1,1,0,0,1,23.0
16270,2,2,2,2,0,100.0
8985,4,2,1,1,0,158.0
2000,2,1,0,1,0,48.0
2761,1,1,0,1,1,36.0
4130,1,1,1,1,1,39.0
11500,3,5,3,3,0,244.0
1500,1,2,0,0,0,60.0
10450,3,3,1,1,1,179.0
3213,2,1,0,1,0,92.0
2200,1,1,0,1,1,32.0
2000,2,1,0,0,0,80.0
8947,3,5,3,2,0,195.0
1150,1,1,0,0,0,30.0
9600,2,2,2,2,0,98.0
1350,1,1,0,0,0,30.0
4000,1,1,1,1,0,51.0
37000,4,2,2,0,0,260.0
3200,3,2,1,2,0,100.0
9958,3,4,1,3,1,290.0
5150,2,2,1,2,0,90.0
5335,1,1,0,1,1,40.0
2430,1,1,0,0,1,30.0
2700,1,1,1,1,1,23.0
4400,1,1,1,1,1,46.0
5100,2,3,0,3,0,113.0
6073,1,1,0,0,1,34.0
4100,1,1,0,1,1,32.0
1090,1,1,0,0,0,60.0
3330,2,2,0,1,0,90.0
5198,2,3,1,1,1,58.0
2950,2,1,0,2,1,76.0
4734,2,2,0,1,0,98.0
4350,3,4,1,2,0,108.0
13885,2,3,1,2,0,156.0
2780,2,1,0,2,0,58.0
3177,2,1,0,1,0,80.0
2950,2,1,1,1,0,68.0
2977,2,1,0,1,0,50.0
1611,1,1,0,1,0,55.0
2790,1,1,1,0,0,32.0
4270,1,1,0,0,0,58.0
5024,4,3,1,1,0,122.0
3100,2,2,1,1,0,59.0
2599,1,1,0,1,1,43.0
5005,2,2,1,1,0,60.0
9522,1,3,1,2,0,144.0
3878,1,1,0,1,1,41.0
4160,2,3,2,2,0,80.0
4720,1,1,0,1,0,58.0
2300,2,2,0,1,0,67.0
2700,2,2,0,1,0,81.0
3710,2,2,1,2,1,64.0
15630,4,4,2,4,0,202.0
21700,3,6,3,4,0,263.0
2594,1,1,1,1,0,35.0
2945,2,2,1,0,1,80.0
2284,2,1,0,1,0,70.0
3160,3,1,0,1,1,62.0
2796,2,1,0,0,1,64.0
3391,3,2,1,2,0,65.0
4340,2,2,1,1,0,60.0
35000,4,6,4,6,0,541.0
6000,3,2,1,2,0,223.0
2429,1,1,0,0,0,31.0
4750,1,1,0,1,0,52.0
2530,2,2,1,0,0,108.0
2850,3,2,0,1,0,67.0
3750,1,1,1,1,1,40.0
2390,1,1,0,1,0,38.0
2870,3,2,0,1,0,71.0
6100,3,1,1,0,0,128.0
15600,4,5,4,3,0,218.0
4300,2,2,1,2,0,72.0
19500,1,5,4,6,0,393.0
5000,3,6,1,1,1,100.0
2770,2,2,0,0,0,52.0
1960,2,2,0,0,0,60.0
3770,1,1,0,1,0,40.0
8890,4,6,3,4,0,253.0
60000,4,6,4,8,0,620.0
3350,1,1,1,1,1,44.0
12500,1,2,1,2,1,66.0
3050,1,1,1,1,1,32.0
11470,3,3,0,1,1,110.0
18245,4,5,2,2,1,165.0
2980,1,1,0,1,0,32.0
3032,3,2,0,0,1,108.0
3000,1,1,0,1,0,35.0
14700,5,6,4,4,0,484.0
10600,2,1,1,2,0,95.0
4235,2,2,1,2,0,75.0
4200,1,1,0,1,0,48.0
6011,2,4,2,2,0,80.0
6819,1,1,1,1,1,52.0
6653,1,2,0,1,0,63.0
13200,4,5,3,3,0,174.0
6000,1,1,1,1,1,32.0
10100,3,2,1,2,1,130.0
9300,4,4,2,3,0,216.0
14157,4,5,2,4,0,278.0
3211,1,1,1,1,0,34.0
2164,2,1,0,2,0,57.0
11600,3,3,2,1,0,235.0
14200,4,6,4,4,0,309.0
5150,3,4,1,1,1,120.0
6800,2,2,1,2,0,78.0
4590,2,3,2,2,0,98.0
22314,4,6,4,0,1,310.0
2900,1,1,0,1,0,40.0
3300,1,1,1,1,1,45.0
4067,1,1,0,1,1,45.0
3200,2,2,1,1,0,67.0
5000,2,2,1,2,0,72.0
3720,1,1,1,1,1,41.0
3460,3,3,1,2,0,102.0
2150,1,1,1,0,0,55.0
2900,1,1,1,1,1,40.0
3800,1,1,1,1,1,45.0
1120,1,1,0,0,0,35.0
3714,3,2,1,1,1,78.0
9490,1,2,1,2,0,110.0
3349,1,2,1,1,1,45.0
4000,3,2,0,0,1,85.0
12950,4,5,3,3,1,137.0
1590,2,1,0,1,0,55.0
20000,4,2,3,3,1,192.0
2057,1,1,0,0,0,55.0
2900,1,1,0,1,1,30.0
1482,1,1,0,0,0,35.0
2281,1,1,0,0,0,46.0
10310,3,4,2,2,0,180.0
3900,1,1,1,1,0,29.0
5700,2,1,0,1,1,56.0
16000,4,5,0,14,0,375.0
2822,2,1,0,1,0,55.0
3240,3,2,0,0,0,140.0
5200,1,1,1,1,1,29.0
6618,2,2,1,1,1,98.0
7436,4,4,1,0,0,1000.0
3350,1,1,1,1,0,37.0
14314,2,3,2,2,0,100.0
5256,1,1,0,1,0,38.0
3670,1,1,1,1,1,49.0
3000,2,1,0,1,0,88.0
3630,2,1,0,1,0,60.0
3965,2,2,1,1,0,80.0
4421,3,2,1,1,1,99.0
2500,1,1,1,1,1,30.0
4174,2,2,0,1,0,65.0
3800,2,1,0,1,0,63.0
5988,2,2,1,1,1,83.0
4998,1,1,0,1,1,55.0
1420,1,1,0,0,1,23.0
1890,1,1,0,1,0,41.0
9800,3,2,1,1,0,200.0
6500,2,1,0,2,1,55.0
4550,2,1,0,1,1,84.0
3200,1,1,1,1,1,38.0
8810,3,3,1,2,0,127.0
2600,1,1,1,1,1,40.0
2150,1,1,0,1,0,40.0
5535,4,2,2,3,0,156.0
4501,1,1,0,1,1,34.0
12165,4,3,3,3,0,200.0
3070,1,1,1,1,1,32.0
3301,1,1,1,1,1,24.0
7680,3,5,3,2,0,160.0
4000,3,2,0,3,0,187.0
2660,1,1,0,0,0,39.0
1537,1,1,0,1,0,37.0
5317,2,2,0,1,1,68.0
1950,3,1,0,1,0,69.0
12000,4,3,2,7,0,450.0
800,1,1,0,0,0,40.0
2900,3,2,1,2,0,188.0
5825,2,1,0,1,0,107.0
4316,2,1,0,1,1,68.0
3500,1,1,0,1,1,35.0
4910,3,2,0,2,0,150.0
3100,1,1,0,1,1,42.0
5840,3,1,1,2,0,130.0
4000,1,1,0,1,1,44.0
5000,2,1,1,2,1,70.0
16885,4,5,4,3,0,360.0
3500,2,2,0,1,0,75.0
8500,4,5,4,5,0,260.0
4398,1,1,0,1,1,38.0
3000,1,1,1,1,1,45.0
1150,1,1,0,0,0,44.0
6604,3,3,1,1,0,169.0
750,1,1,0,0,0,20.0
3616,3,2,1,1,0,90.0
12635,2,4,2,2,0,186.0
3101,1,1,1,1,1,30.0
3300,1,1,1,1,1,40.0
5150,2,2,1,1,0,70.0
9800,3,1,3,3,0,246.0
6209,2,2,1,2,1,66.0
1930,2,1,0,1,0,62.0
9620,3,3,1,1,0,139.0
2480,2,1,0,0,1,40.0
4782,1,1,0,1,1,31.0
7500,4,6,2,3,0,220.0
4000,3,3,1,4,1,250.0
1000,1,1,0,0,1,17.0
2061,2,1,0,0,0,67.0
11150,3,3,1,2,0,130.0
9200,1,1,1,2,1,90.0
5633,3,2,1,2,0,105.0
12900,1,2,1,2,1,104.0
5663,2,1,1,2,1,78.0
2821,2,1,0,1,0,50.0
5545,2,1,0,1,0,83.0
16250,4,5,4,4,1,350.0
4000,2,1,0,1,0,52.0
4030,3,1,0,1,0,133.0
5000,1,1,1,1,1,40.0
14100,3,3,2,2,0,300.0
800,1,1,0,0,0,35.0
3913,4,2,1,2,0,167.0
9095,2,2,1,1,0,131.0
30540,3,5,3,4,0,285.0
6000,3,3,1,1,0,130.0
6000,2,2,0,6,0,200.0
4220,3,4,1,2,0,160.0
11001,3,4,1,2,1,130.0
3400,1,1,0,1,1,45.0
11584,3,5,3,3,1,156.0
3400,1,1,1,1,1,32.0
8510,1,1,1,2,0,95.0
10519,1,1,0,2,0,62.0
1650,2,1,0,0,1,40.0
3579,1,1,0,1,0,45.0
4028,2,2,0,1,0,98.0
4716,2,1,0,1,1,46.0
3700,2,2,1,0,1,50.0
1772,2,1,0,1,0,47.0
2900,1,1,1,1,1,31.0
6789,2,2,1,1,0,118.0
2400,1,1,0,1,1,25.0
1200,2,1,0,0,0,40.0
1500,2,1,0,1,0,45.0
1267,1,1,0,0,0,29.0
27959,4,4,2,4,0,226.0
18340,3,4,3,6,0,360.0
30000,4,8,2,9,0,800.0
1000,1,1,0,0,0,35.0
2940,1,1,0,1,0,40.0
2850,1,1,1,1,1,43.0
6000,3,4,1,10,0,440.0
4501,1,1,0,1,1,34.0
4471,2,2,1,2,0,64.0
8015,4,4,1,2,0,133.0
7100,4,3,1,1,1,200.0
6210,2,2,1,1,1,70.0
2100,2,1,0,0,0,55.0
3888,1,1,0,1,1,38.0
9000,4,4,3,2,0,170.0
2726,3,2,1,1,0,68.0
3820,3,2,1,2,0,120.0
6350,3,4,3,1,1,134.0
3147,2,1,0,1,0,80.0
7752,1,1,0,0,1,33.0
5452,2,1,0,1,0,96.0
3357,1,1,0,1,1,38.0
4450,2,2,1,1,0,70.0
6100,1,2,1,1,0,50.0
3100,1,1,1,1,1,30.0
24000,4,5,2,4,0,360.0
3300,1,1,1,1,1,35.0
27500,3,5,3,4,0,234.0
3200,1,1,1,1,1,36.0
2568,3,2,1,1,0,64.0
6160,3,2,3,2,0,125.0
3900,1,1,1,1,1,42.0
6700,1,1,1,1,0,70.0
11000,3,4,3,2,0,147.0
1750,1,1,0,1,0,42.0
4150,2,1,1,1,1,54.0
4615,1,2,0,1,1,60.0
2600,1,1,1,1,1,28.0
3300,1,1,0,1,1,40.0
7649,1,1,0,1,1,50.0
4563,1,1,0,1,1,40.0
4491,1,1,0,1,1,45.0
10150,2,1,1,2,0,88.0
5617,3,3,1,1,0,127.0
3300,1,1,1,1,1,29.0
2605,1,1,0,1,0,35.0
11500,3,2,1,3,1,120.0
4060,2,1,0,1,0,70.0
6530,3,3,1,2,1,156.0
5040,2,2,1,1,0,78.0
3099,1,1,0,1,1,36.0
11600,1,1,1,1,1,65.0
13915,4,5,3,3,1,234.0
3520,3,4,2,3,0,170.0
2910,1,1,1,1,1,32.0
3085,1,1,1,1,1,27.0
12000,5,6,4,5,0,392.0
9200,2,1,1,2,0,101.0
3855,1,1,1,1,1,29.0
4090,2,1,0,1,1,72.0
3260,2,2,1,1,0,63.0
1900,1,1,1,1,0,43.0
15000,4,5,2,3,1,317.0
3370,1,1,1,1,1,33.0
25030,2,2,2,4,1,450.0
3100,1,1,1,1,1,35.0
2075,2,1,0,1,0,45.0
9000,4,2,2,4,0,280.0
3594,1,1,1,1,0,43.0
3267,3,4,1,2,0,106.0
13900,4,5,3,4,0,168.0
3634,1,1,0,1,1,28.0
4102,1,1,1,1,0,42.0
4000,3,3,1,1,0,111.0
1650,2,1,0,1,0,50.0
6170,2,2,1,3,0,90.0
6470,3,3,3,2,0,140.0
5050,1,1,1,1,1,65.0
3900,1,1,1,1,1,34.0
3700,1,1,1,1,1,44.0
2800,1,1,0,1,1,40.0
3062,1,1,0,1,1,40.0
3200,1,1,0,1,1,39.0
2660,1,1,1,1,0,35.0
30300,4,4,3,5,0,330.0
4884,1,1,0,0,1,25.0
11100,2,3,1,2,0,130.0
7946,4,3,1,2,0,120.0
30740,4,6,4,6,0,1098.0
4175,2,2,0,1,1,65.0
1990,2,1,0,0,0,34.0
3700,1,1,1,1,1,46.0
3360,1,1,1,1,1,29.0
3550,1,1,0,1,1,35.0
7270,2,1,0,1,1,60.0
8000,2,1,2,0,1,65.0
2600,1,1,1,1,1,40.0
33000,3,4,3,4,0,200.0
800,1,1,0,0,1,30.0
5500,4,6,1,2,0,300.0
4083,3,3,1,1,0,90.0
3500,1,1,1,1,1,29.0
2600,1,1,1,1,1,30.0
2600,2,1,0,1,0,100.0
6900,4,3,2,3,0,144.0
2440,2,1,0,1,1,47.0
8245,1,1,0,2,1,48.0
29750,3,4,3,4,0,226.0
4500,1,1,0,1,1,43.0
2918,2,2,0,1,0,68.0
18400,3,6,3,5,1,370.0
24543,3,6,3,2,0,340.0
9750,1,1,0,1,1,62.0
2810,1,1,0,1,1,34.0
12835,2,3,2,3,1,223.0
900,1,1,0,0,0,20.0
5900,2,2,1,1,0,64.0
850,1,1,1,0,0,45.0
24000,4,2,2,4,0,450.0
5840,3,3,1,1,0,181.0
5600,1,1,1,1,1,32.0
1805,1,1,0,0,0,45.0
2035,2,1,0,1,0,65.0
2251,2,2,1,0,0,90.0
4700,2,1,0,1,1,10.0
18990,4,6,4,4,1,370.0
9135,1,1,1,2,0,61.0
1100,1,1,0,0,1,45.0
3445,3,2,1,1,0,96.0
2363,1,1,0,0,1,30.0
2250,1,1,0,1,0,61.0
8940,4,4,2,2,0,147.0
3616,1,1,0,1,1,36.0
3000,1,1,1,1,1,40.0
2900,2,2,1,2,0,60.0
789,1,1,0,0,0,45.0
3640,1,1,1,1,0,43.0
8485,3,5,3,2,1,160.0
2400,2,2,1,0,0,100.0
2500,2,1,0,1,0,55.0
3000,3,3,0,3,0,250.0
20000,6,4,4,6,0,802.0
2530,1,1,1,1,1,40.0
7216,1,1,0,0,1,35.0
8050,4,5,3,3,0,154.0
3600,1,1,1,1,1,37.0
2471,1,1,0,0,1,23.0
3551,1,1,0,1,1,35.0
2950,1,1,1,1,1,33.0
9990,2,3,1,2,0,105.0
14300,4,3,2,3,0,205.0
6000,1,1,0,1,1,35.0
3718,2,2,1,1,0,77.0
2536,1,1,1,1,1,48.0
5620,1,1,1,1,1,52.0
3950,1,1,0,1,1,40.0
1920,1,1,0,0,0,55.0
3600,1,1,1,1,1,43.0
4350,3,2,0,1,0,120.0
3379,1,1,0,1,1,32.0
9718,3,2,3,3,0,241.0
19000,2,2,0,0,0,242.0
5124,2,2,1,2,0,117.0
6326,2,2,1,1,0,220.0
3520,2,1,0,0,0,130.0
17166,4,6,4,5,0,370.0
24745,2,3,2,3,1,157.0
3713,1,1,0,0,1,35.0
2249,2,2,0,1,0,50.0
7962,4,2,1,3,0,196.0
14050,4,3,1,3,1,170.0
5064,4,3,1,1,0,122.0
600,1,1,0,0,0,45.0
1998,1,1,0,1,1,30.0
2562,3,2,1,1,0,68.0
3957,1,2,1,1,0,52.0
4137,1,1,1,1,0,59.0
2505,1,1,0,1,0,39.0
14818,2,3,2,2,0,90.0
3700,3,2,1,2,0,80.0
2250,1,1,0,1,0,43.0
2833,1,1,0,1,1,50.0
1920,1,1,0,0,0,28.0
2130,2,1,1,1,0,60.0
2321,1,1,0,1,0,40.0
13500,3,3,1,2,1,120.0
7533,3,3,1,2,0,185.0
5805,2,2,1,1,1,98.0
5450,1,1,0,1,1,50.0
5200,2,2,1,1,0,150.0
4100,1,1,1,1,1,30.0
13290,4,3,3,4,0,212.0
6155,1,1,0,1,1,40.0
7342,1,1,0,1,1,45.0
8241,3,4,1,2,0,210.0
3336,1,1,1,1,0,55.0
4942,1,1,0,0,0,35.0
5665,2,2,2,1,1,55.0
8450,3,4,1,2,0,130.0
6250,2,3,2,1,0,140.0
2800,1,1,1,1,1,35.0
4015,1,1,0,1,0,48.0
6150,1,1,1,1,1,53.0
3598,4,2,1,2,0,108.0
6794,3,2,1,2,0,90.0
2300,3,2,2,2,0,160.0
25300,8,5,0,3,0,467.0
6582,3,3,1,2,0,147.0
5107,3,3,1,2,0,112.0
4890,3,5,3,2,1,125.0
940,1,1,1,0,0,30.0
5200,4,4,1,2,0,164.0
2790,2,2,1,2,0,67.0
4430,1,1,1,1,0,37.0
21250,6,7,6,4,1,600.0
5894,1,1,1,1,1,49.0
1105,1,1,0,0,0,30.0
2400,2,1,0,0,0,77.0
7500,4,5,4,8,0,420.0
4100,3,1,1,1,0,130.0
5300,1,1,0,1,1,43.0
4009,1,1,0,1,1,41.0
3525,3,2,0,1,0,78.0
2381,1,1,1,1,0,36.0
1975,1,1,0,1,1,32.0
4650,1,1,1,2,1,35.0
3000,1,1,0,1,1,37.0
956,1,1,0,0,0,38.0
4883,1,1,0,1,1,38.0
3100,1,1,1,1,1,46.0
12000,6,6,5,4,1,735.0
5100,2,1,0,1,0,630.0
6851,2,3,2,2,1,79.0
3755,1,1,0,1,1,40.0
4047,3,1,0,1,0,94.0
17690,3,4,3,3,0,203.0
6168,3,3,0,1,0,130.0
4237,1,1,0,1,0,47.0
6900,3,3,1,1,0,130.0
17290,4,5,2,2,0,460.0
3501,1,1,1,1,1,37.0
9858,2,2,1,2,1,118.0
3990,3,2,1,1,0,89.0
5395,1,1,0,1,1,33.0
3100,1,1,1,1,1,36.0
1150,2,1,0,0,0,47.0
11750,2,2,1,1,1,62.0
10180,4,3,1,4,0,291.0
4300,3,3,1,1,0,118.0
1795,2,1,0,1,0,61.0
5500,1,1,1,1,1,60.0
13883,2,3,2,2,0,185.0
8000,4,4,4,3,0,155.0
2600,1,1,1,1,0,30.0
1050,2,1,0,1,0,50.0
4289,3,2,1,1,0,95.0
1050,1,1,0,0,0,30.0
4060,2,2,0,1,0,105.0
700,1,1,1,0,0,35.0
966,1,1,1,0,0,20.0
1900,2,1,0,1,0,55.0
850,1,1,0,0,0,40.0
5350,3,3,1,1,1,115.0
6000,3,1,1,1,1,160.0
2240,2,1,0,1,0,64.0
3712,2,1,1,1,1,80.0
3375,3,3,0,2,0,130.0
3640,1,1,1,1,1,45.0
3338,3,2,0,1,0,85.0
6254,2,2,1,0,1,101.0
3782,1,1,0,1,0,44.0
1000,1,1,0,0,0,40.0
6695,1,1,0,1,1,42.0
9800,3,2,1,1,0,230.0
3470,1,1,1,1,1,42.0
10250,3,4,0,2,0,170.0
5080,3,1,1,1,0,115.0
2200,2,1,0,0,0,75.0
15000,3,6,3,4,0,540.0
1623,1,1,0,0,0,41.0
4043,2,1,0,1,0,50.0
6184,3,3,1,1,0,106.0
7280,2,2,1,2,1,150.0
3153,1,1,0,1,1,34.0
6600,1,1,1,1,1,42.0
2700,1,1,0,1,1,42.0
5110,2,1,1,1,1,62.0
4780,2,1,0,1,1,59.0
4500,2,2,1,1,0,70.0
2500,1,1,0,1,1,40.0
2860,1,1,0,1,0,51.0
3170,1,1,1,1,1,29.0
2520,3,2,1,1,0,75.0
1760,1,1,0,0,1,29.0
2950,1,1,1,1,1,32.0
3816,1,1,0,1,1,30.0
8000,4,2,2,3,0,142.0
4886,1,2,1,1,1,55.0
1854,2,1,0,1,0,47.0
4043,1,1,0,1,0,45.0
13000,3,4,0,3,0,188.0
1830,1,1,0,0,0,30.0
5375,1,1,0,1,1,43.0
2800,1,1,1,0,1,32.0
7500,3,1,1,3,1,250.0
4400,3,2,1,1,0,110.0
2400,2,1,0,0,0,70.0
3001,1,1,1,1,1,30.0
2971,1,1,1,1,0,38.0
3000,2,2,0,2,0,180.0
970,1,1,0,0,0,28.0
4300,1,1,1,1,1,41.0
3108,2,2,1,1,0,59.0
4895,1,1,0,1,1,43.0
4602,1,1,0,1,1,40.0
2200,3,2,0,2,0,120.0
3560,1,1,1,1,0,41.0
4500,1,1,1,1,1,70.0
3263,3,3,1,1,0,95.0
6306,2,3,1,2,0,104.0
2550,1,1,1,1,1,37.0
1520,1,1,0,0,0,35.0
3375,1,1,0,1,0,37.0
10700,4,3,2,3,1,200.0
6850,3,4,1,1,0,116.0
3830,1,1,1,1,1,44.0
800,1,1,0,0,0,60.0
3360,1,1,1,1,1,45.0
2329,2,2,0,1,0,60.0
9000,3,1,1,2,1,130.0
12000,18,4,0,3,1,330.0
6331,3,4,1,1,0,173.0
3700,2,1,1,1,1,48.0
6171,2,2,0,1,1,65.0
3140,1,1,1,1,1,45.0
3220,1,1,1,1,1,35.0
18978,3,4,1,5,0,213.0
2110,1,1,0,2,0,52.0
10290,3,1,1,2,0,128.0
12800,3,4,2,2,0,180.0
3890,1,1,0,1,1,53.0
5300,3,3,1,2,1,85.0
2939,1,1,0,0,1,28.0
4700,1,1,1,1,1,39.0
6405,2,2,0,1,0,96.0
5710,3,2,1,2,0,150.0
2268,3,1,0,1,0,62.0
3457,1,1,0,1,0,47.0
2900,3,2,1,2,0,71.0
3200,1,1,1,1,1,34.0
28500,3,5,3,3,1,341.0
